0.0,5.587,0.503,0.391,0.447,0.168,1.788,0.838,0.0,4.022,4.134,1.955,4.19,0.559,0.726,0.056,10.0,0.112,2.458
5.587,0.0,0.223,0.335,0.112,0.056,0.112,0.112,0.0,0.223,0.391,0.112,1.788,0.0,0.056,0.112,0.559,0.0,0.0
0.503,0.223,0.0,0.223,0.0,0.056,0.056,0.168,0.0,0.0,0.168,0.056,0.559,0.0,0.112,0.0,0.223,0.056,0.0
0.391,0.335,0.223,0.0,0.0,0.0,0.056,0.168,0.0,0.168,0.279,0.056,2.682,0.0,0.112,0.0,0.223,0.0,0.0
0.447,0.112,0.0,0.0,0.0,5.084,0.0,0.0,0.056,0.112,0.168,0.0,0.335,0.168,0.782,0.0,0.335,0.0,0.0
0.168,0.056,0.056,0.0,5.084,0.0,0.0,0.0,0.0,0.112,0.112,0.0,0.056,0.056,0.056,0.0,0.056,0.056,0.0
1.788,0.112,0.056,0.056,0.0,0.0,0.0,0.279,0.112,0.056,0.503,0.0,2.57,2.291,0.112,0.112,7.989,0.168,0.112
0.838,0.112,0.168,0.168,0.0,0.0,0.279,0.0,0.279,0.112,1.397,0.279,7.039,0.0,0.279,0.056,1.006,0.0,0.0
0.0,0.0,0.0,0.0,0.056,0.0,0.112,0.279,0.0,0.0,0.168,0.0,0.838,0.056,0.0,0.0,0.335,0.0,0.0
4.022,0.223,0.0,0.168,0.112,0.112,0.056,0.112,0.0,0.0,0.447,0.223,2.514,0.112,0.112,0.0,0.559,0.056,0.0
4.134,0.391,0.168,0.279,0.168,0.112,0.503,1.397,0.168,0.447,0.0,0.223,7.821,0.223,0.056,0.0,2.849,0.056,0.112
1.955,0.112,0.056,0.056,0.0,0.0,0.0,0.279,0.0,0.223,0.223,0.0,0.391,0.0,0.056,0.0,0.335,0.0,0.0
4.19,1.788,0.559,2.682,0.335,0.056,2.57,7.039,0.838,2.514,7.821,0.391,0.0,1.061,0.391,0.056,9.777,0.391,0.559
0.559,0.0,0.0,0.0,0.168,0.056,2.291,0.0,0.056,0.112,0.223,0.0,1.061,0.0,0.0,1.676,5.196,0.056,0.279
0.726,0.056,0.112,0.112,0.782,0.056,0.112,0.279,0.0,0.112,0.056,0.056,0.391,0.0,0.0,0.112,0.223,0.056,0.0
0.056,0.112,0.0,0.0,0.0,0.0,0.112,0.056,0.0,0.0,0.0,0.0,0.056,1.676,0.112,0.0,2.179,0.0,0.0
10.0,0.559,0.223,0.223,0.335,0.056,7.989,1.006,0.335,0.559,2.849,0.335,9.777,5.196,0.223,2.179,0.0,2.402,0.95
0.112,0.0,0.056,0.0,0.0,0.056,0.168,0.0,0.0,0.056,0.056,0.0,0.391,0.056,0.056,0.0,2.402,0.0,0.0
2.458,0.0,0.0,0.0,0.0,0.0,0.112,0.0,0.0,0.0,0.112,0.0,0.559,0.279,0.0,0.0,0.95,0.0,0.0
